,country,year,country_year,index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure
126,Bosnia and Herzegovina,2011,Bosnia and Herzegovina_2011,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
127,Bosnia and Herzegovina,2012,Bosnia and Herzegovina_2012,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
128,Bosnia and Herzegovina,2013,Bosnia and Herzegovina_2013,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
129,Bosnia and Herzegovina,2014,Bosnia and Herzegovina_2014,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
130,Bosnia and Herzegovina,2015,Bosnia and Herzegovina_2015,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
131,Bosnia and Herzegovina,2016,Bosnia and Herzegovina_2016,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
132,Bosnia and Herzegovina,2017,Bosnia and Herzegovina_2017,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
133,Bosnia and Herzegovina,2018,Bosnia and Herzegovina_2018,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
134,Bosnia and Herzegovina,2019,Bosnia and Herzegovina_2019,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
135,Bosnia and Herzegovina,2020,Bosnia and Herzegovina_2020,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
136,Bosnia and Herzegovina,2021,Bosnia and Herzegovina_2021,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
137,Bosnia and Herzegovina,2022,Bosnia and Herzegovina_2022,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5
138,Bulgaria,2000,Bulgaria_2000,0.78,0.94,1.0,0.83,1.0,0.64,1.0,0.75,0.17,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
139,Bulgaria,2001,Bulgaria_2001,0.78,0.94,1.0,0.83,1.0,0.64,1.0,0.75,0.17,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
140,Bulgaria,2002,Bulgaria_2002,0.78,0.94,1.0,0.83,1.0,0.64,1.0,0.75,0.17,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
141,Bulgaria,2003,Bulgaria_2003,0.78,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
142,Bulgaria,2004,Bulgaria_2004,0.79,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.79,0.88,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
143,Bulgaria,2005,Bulgaria_2005,0.79,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.79,0.88,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
144,Bulgaria,2006,Bulgaria_2006,0.81,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
145,Bulgaria,2007,Bulgaria_2007,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
146,Bulgaria,2008,Bulgaria_2008,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
147,Bulgaria,2009,Bulgaria_2009,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
148,Bulgaria,2010,Bulgaria_2010,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
149,Bulgaria,2011,Bulgaria_2011,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
150,Bulgaria,2012,Bulgaria_2012,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
151,Bulgaria,2013,Bulgaria_2013,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67
152,Bulgaria,2014,Bulgaria_2014,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
153,Bulgaria,2015,Bulgaria_2015,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
154,Bulgaria,2016,Bulgaria_2016,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
155,Bulgaria,2017,Bulgaria_2017,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
156,Bulgaria,2018,Bulgaria_2018,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
157,Bulgaria,2019,Bulgaria_2019,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
158,Bulgaria,2020,Bulgaria_2020,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
159,Bulgaria,2021,Bulgaria_2021,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
160,Bulgaria,2022,Bulgaria_2022,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0
161,Croatia,2000,Croatia_2000,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
162,Croatia,2001,Croatia_2001,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
163,Croatia,2002,Croatia_2002,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
164,Croatia,2003,Croatia_2003,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
165,Croatia,2004,Croatia_2004,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
166,Croatia,2005,Croatia_2005,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
167,Croatia,2006,Croatia_2006,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
168,Croatia,2007,Croatia_2007,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
169,Croatia,2008,Croatia_2008,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
170,Croatia,2009,Croatia_2009,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
171,Croatia,2010,Croatia_2010,0.86,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
172,Croatia,2011,Croatia_2011,0.86,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0
173,Croatia,2012,Croatia_2012,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
174,Croatia,2013,Croatia_2013,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
175,Croatia,2014,Croatia_2014,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
176,Croatia,2015,Croatia_2015,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
177,Croatia,2016,Croatia_2016,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
178,Croatia,2017,Croatia_2017,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
179,Croatia,2018,Croatia_2018,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
180,Croatia,2019,Croatia_2019,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
181,Croatia,2020,Croatia_2020,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
182,Croatia,2021,Croatia_2021,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
183,Croatia,2022,Croatia_2022,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0
184,Cyprus,2000,Cyprus_2000,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
185,Cyprus,2001,Cyprus_2001,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
186,Cyprus,2002,Cyprus_2002,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
187,Cyprus,2003,Cyprus_2003,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
188,Cyprus,2004,Cyprus_2004,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
189,Cyprus,2005,Cyprus_2005,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
190,Cyprus,2006,Cyprus_2006,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
191,Cyprus,2007,Cyprus_2007,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
192,Cyprus,2008,Cyprus_2008,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
193,Cyprus,2009,Cyprus_2009,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
194,Cyprus,2010,Cyprus_2010,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
195,Cyprus,2011,Cyprus_2011,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
196,Cyprus,2012,Cyprus_2012,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
197,Cyprus,2013,Cyprus_2013,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
198,Cyprus,2014,Cyprus_2014,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
199,Cyprus,2015,Cyprus_2015,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
200,Cyprus,2016,Cyprus_2016,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
201,Cyprus,2017,Cyprus_2017,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
202,Cyprus,2018,Cyprus_2018,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
203,Cyprus,2019,Cyprus_2019,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
204,Cyprus,2020,Cyprus_2020,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
205,Cyprus,2021,Cyprus_2021,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
206,Cyprus,2022,Cyprus_2022,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0
207,Czechia,2000,Czechia_2000,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.83,0.5,1.0,1.0,0.69,1.0,0.75,0.33,0.75,0.5,,1.0
208,Czechia,2001,Czechia_2001,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.83,0.5,1.0,1.0,0.69,1.0,0.75,0.33,0.75,0.5,,1.0
209,Czechia,2002,Czechia_2002,0.61,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.75,0.5,,1.0
210,Czechia,2003,Czechia_2003,0.61,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.75,0.5,,1.0
211,Czechia,2004,Czechia_2004,0.61,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.75,0.5,,1.0
212,Czechia,2005,Czechia_2005,0.61,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.75,0.5,,1.0
213,Czechia,2006,Czechia_2006,0.61,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.75,0.5,,1.0
214,Czechia,2007,Czechia_2007,0.61,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.75,0.5,,1.0
215,Czechia,2008,Czechia_2008,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
216,Czechia,2009,Czechia_2009,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
217,Czechia,2010,Czechia_2010,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
218,Czechia,2011,Czechia_2011,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
219,Czechia,2012,Czechia_2012,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
220,Czechia,2013,Czechia_2013,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
221,Czechia,2014,Czechia_2014,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
222,Czechia,2015,Czechia_2015,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
223,Czechia,2016,Czechia_2016,0.58,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.75,0.5,,1.0
224,Czechia,2017,Czechia_2017,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.75,0.5,,1.0
225,Czechia,2018,Czechia_2018,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.75,0.5,,1.0
226,Czechia,2019,Czechia_2019,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.75,0.5,,1.0
227,Czechia,2020,Czechia_2020,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.75,0.5,,1.0
228,Czechia,2021,Czechia_2021,0.6,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.75,0.5,,1.0
229,Czechia,2022,Czechia_2022,0.64,0.06,0.0,0.17,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.73,0.62,0.58,1.0,0.75,0.5,,1.0
230,Estonia,2000,Estonia_2000,0.85,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.88,0.88,0.75,1.0,1.0,,,1.0
231,Estonia,2001,Estonia_2001,0.85,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.88,0.88,0.75,1.0,1.0,,,1.0
232,Estonia,2002,Estonia_2002,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
233,Estonia,2003,Estonia_2003,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
234,Estonia,2004,Estonia_2004,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
235,Estonia,2005,Estonia_2005,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
236,Estonia,2006,Estonia_2006,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
237,Estonia,2007,Estonia_2007,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
238,Estonia,2008,Estonia_2008,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
239,Estonia,2009,Estonia_2009,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
240,Estonia,2010,Estonia_2010,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0
241,Estonia,2011,Estonia_2011,0.82,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
242,Estonia,2012,Estonia_2012,0.82,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
243,Estonia,2013,Estonia_2013,0.81,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
244,Estonia,2014,Estonia_2014,0.81,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
245,Estonia,2015,Estonia_2015,0.81,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
246,Estonia,2016,Estonia_2016,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
247,Estonia,2017,Estonia_2017,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
248,Estonia,2018,Estonia_2018,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
249,Estonia,2019,Estonia_2019,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
250,Estonia,2020,Estonia_2020,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
251,Estonia,2021,Estonia_2021,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
252,Estonia,2022,Estonia_2022,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.76,0.67,0.78,0.83
253,Finland,2000,Finland_2000,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
254,Finland,2001,Finland_2001,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
255,Finland,2002,Finland_2002,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
