,username,country,country_code,year,q2c1_apdeadlock,q2c1_apjuac,q2c1_appresid,q2c1_apsametime,q2c1_critacints,q2c1_critaclaw,q2c1_oath,q2c1_transplaw,q2c2_juabsimmun,q2c2_jubonus,q2c2_jufuncimmun,q2c2_jupension,q2c2_juremove,q2c2_jusalary,q2c2_retireage,q2c2_termacju,q2c2_termreelect,q2c3_decidediscip,q2c3_discipints,q2c3_disciplaw,q2c3_fairtrial,q2c3_immunlift,q2c3_initdiscip,q2c3_judisclos,q2c3_jurecuse,q2c3_jurestrict,q2c3_sanctscale,q2c4_acstruct,q2c4_adhoc,q2c4_apsecgen,q2c4_budget,q2c4_budgetparl,q2c4_caseassign,q2c4_caseexam,q2c4_exsecgen,q2c4_manbudget,q2c4_votmajority
107,AZE22L84xY,Azerbaijan,AZE,2015,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
108,AZE22L84xY,Azerbaijan,AZE,2016,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
109,AZE22L84xY,Azerbaijan,AZE,2017,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
110,AZE22L84xY,Azerbaijan,AZE,2018,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
111,AZE22L84xY,Azerbaijan,AZE,2019,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
112,AZE22L84xY,Azerbaijan,AZE,2020,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
113,AZE22L84xY,Azerbaijan,AZE,2021,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
114,AZE22L84xY,Azerbaijan,AZE,2022,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
138,BEL33dFx9S,Belgium,BLG,2000,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
139,BEL33dFx9S,Belgium,BLG,2001,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
140,BEL33dFx9S,Belgium,BLG,2002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
141,BEL33dFx9S,Belgium,BLG,2003,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
142,BEL33dFx9S,Belgium,BLG,2004,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
143,BEL33dFx9S,Belgium,BLG,2005,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
144,BEL33dFx9S,Belgium,BLG,2006,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
145,BEL33dFx9S,Belgium,BLG,2007,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
146,BEL33dFx9S,Belgium,BLG,2008,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
147,BEL33dFx9S,Belgium,BLG,2009,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
148,BEL33dFx9S,Belgium,BLG,2010,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
149,BEL33dFx9S,Belgium,BLG,2011,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
150,BEL33dFx9S,Belgium,BLG,2012,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
151,BEL33dFx9S,Belgium,BLG,2013,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
152,BEL33dFx9S,Belgium,BLG,2014,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
153,BEL33dFx9S,Belgium,BLG,2015,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
154,BEL33dFx9S,Belgium,BLG,2016,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
155,BEL33dFx9S,Belgium,BLG,2017,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
156,BEL33dFx9S,Belgium,BLG,2018,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
157,BEL33dFx9S,Belgium,BLG,2019,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
158,BEL33dFx9S,Belgium,BLG,2020,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
159,BEL33dFx9S,Belgium,BLG,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
160,BEL33dFx9S,Belgium,BLG,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,0.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
161,BGR22fE7h0,Bulgaria,BGR,2000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
162,BGR22fE7h0,Bulgaria,BGR,2001,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
163,BGR22fE7h0,Bulgaria,BGR,2002,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
164,BGR22fE7h0,Bulgaria,BGR,2003,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
165,BGR22fE7h0,Bulgaria,BGR,2004,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
166,BGR22fE7h0,Bulgaria,BGR,2005,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
167,BGR22fE7h0,Bulgaria,BGR,2006,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
168,BGR22fE7h0,Bulgaria,BGR,2007,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
169,BGR22fE7h0,Bulgaria,BGR,2008,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
170,BGR22fE7h0,Bulgaria,BGR,2009,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
171,BGR22fE7h0,Bulgaria,BGR,2010,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
172,BGR22fE7h0,Bulgaria,BGR,2011,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
173,BGR22fE7h0,Bulgaria,BGR,2012,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
174,BGR22fE7h0,Bulgaria,BGR,2013,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
175,BGR22fE7h0,Bulgaria,BGR,2014,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
176,BGR22fE7h0,Bulgaria,BGR,2015,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
177,BGR22fE7h0,Bulgaria,BGR,2016,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
178,BGR22fE7h0,Bulgaria,BGR,2017,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
179,BGR22fE7h0,Bulgaria,BGR,2018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
180,BGR22fE7h0,Bulgaria,BGR,2019,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
181,BGR22fE7h0,Bulgaria,BGR,2020,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
182,BGR22fE7h0,Bulgaria,BGR,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
183,BGR22fE7h0,Bulgaria,BGR,2022,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
207,BIH33r3pRS,Bosnia and Herzegovina,BOS,2000,,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
208,BIH33r3pRS,Bosnia and Herzegovina,BOS,2001,,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
209,BIH33r3pRS,Bosnia and Herzegovina,BOS,2002,,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
210,BIH33r3pRS,Bosnia and Herzegovina,BOS,2003,,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
211,BIH33r3pRS,Bosnia and Herzegovina,BOS,2004,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
212,BIH33r3pRS,Bosnia and Herzegovina,BOS,2005,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
213,BIH33r3pRS,Bosnia and Herzegovina,BOS,2006,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
214,BIH33r3pRS,Bosnia and Herzegovina,BOS,2007,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
215,BIH33r3pRS,Bosnia and Herzegovina,BOS,2008,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
216,BIH33r3pRS,Bosnia and Herzegovina,BOS,2009,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
217,BIH33r3pRS,Bosnia and Herzegovina,BOS,2010,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
218,BIH33r3pRS,Bosnia and Herzegovina,BOS,2011,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
219,BIH33r3pRS,Bosnia and Herzegovina,BOS,2012,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
220,BIH33r3pRS,Bosnia and Herzegovina,BOS,2013,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
221,BIH33r3pRS,Bosnia and Herzegovina,BOS,2014,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
222,BIH33r3pRS,Bosnia and Herzegovina,BOS,2015,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
223,BIH33r3pRS,Bosnia and Herzegovina,BOS,2016,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
224,BIH33r3pRS,Bosnia and Herzegovina,BOS,2017,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
225,BIH33r3pRS,Bosnia and Herzegovina,BOS,2018,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
226,BIH33r3pRS,Bosnia and Herzegovina,BOS,2019,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
227,BIH33r3pRS,Bosnia and Herzegovina,BOS,2020,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
228,BIH33r3pRS,Bosnia and Herzegovina,BOS,2021,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
229,BIH33r3pRS,Bosnia and Herzegovina,BOS,2022,,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
230,CYP22hoK7H,Cyprus,CYP,2000,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
231,CYP22hoK7H,Cyprus,CYP,2001,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
232,CYP22hoK7H,Cyprus,CYP,2002,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
233,CYP22hoK7H,Cyprus,CYP,2003,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
234,CYP22hoK7H,Cyprus,CYP,2004,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
235,CYP22hoK7H,Cyprus,CYP,2005,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
236,CYP22hoK7H,Cyprus,CYP,2006,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
237,CYP22hoK7H,Cyprus,CYP,2007,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
